reviewid,electronic,experimental,folk/country,global,jazz,metal,pop/r&b,rap,rock,unknown
12546,0,0,0,0,0,0,0,0,0,1
12547,1,0,0,0,0,0,0,0,0,0
12548,0,0,0,0,0,0,0,0,1,0
12549,0,0,0,0,0,0,0,0,1,0
12550,1,0,0,0,0,0,0,0,1,0
12551,1,0,0,0,0,0,1,0,0,0
12552,1,1,0,0,0,0,0,0,1,0
12553,0,0,0,0,0,0,0,0,1,0
12554,0,0,0,0,0,0,0,0,1,0
12555,1,0,0,0,0,0,0,0,1,0
12557,1,0,0,0,0,0,0,0,0,0
12558,1,0,0,0,0,0,0,0,1,0
12559,0,0,0,0,0,0,0,0,1,0
12560,0,0,0,0,0,1,0,0,0,0
12561,0,1,0,0,0,0,0,0,1,0
12562,0,0,0,0,0,0,0,0,1,0
12563,0,0,0,0,0,0,1,0,0,0
12564,0,0,0,0,0,0,0,0,0,1
12565,0,0,0,0,1,0,0,1,0,0
12566,0,0,0,0,0,0,0,0,0,1
12567,1,0,0,0,0,0,0,0,0,0
12568,1,0,0,0,0,0,0,0,1,0
12569,1,0,0,0,0,0,0,1,1,0
12570,1,0,0,0,0,0,0,0,0,0
12571,0,0,0,0,0,0,0,0,1,0
12572,0,0,0,0,0,0,0,0,1,0
12573,0,1,0,0,0,0,0,0,0,0
12574,0,1,0,0,0,0,0,0,1,0
12575,1,1,0,0,0,0,0,0,1,0
12576,0,0,0,0,0,0,0,0,1,0
12577,1,0,0,0,0,0,0,0,0,0
12578,0,0,1,0,0,0,0,0,0,0
12579,0,0,0,0,0,0,0,0,0,1
12580,0,0,1,0,0,0,0,0,0,0
12581,0,0,0,0,0,0,0,0,1,0
12582,0,0,0,0,0,0,1,0,0,0
12583,0,0,0,0,0,0,0,0,0,1
12584,0,0,0,0,0,0,1,0,1,0
12585,0,0,0,0,0,0,0,0,0,1
12586,0,0,1,0,0,0,1,0,0,0
12587,0,0,0,0,0,0,0,0,1,0
12588,0,0,1,0,0,0,0,0,0,0
12589,0,0,0,0,0,0,0,0,0,1
12590,0,0,0,0,0,0,0,0,1,0
12591,0,0,0,0,0,0,0,1,0,0
12592,0,0,0,0,0,0,1,1,0,0
12593,0,0,0,0,0,0,0,0,1,0
12594,0,0,0,0,0,0,0,0,1,0
12595,0,0,0,0,0,0,0,1,0,0
12596,0,0,0,0,0,0,0,0,1,0
12597,1,0,0,0,0,0,0,0,1,0
12598,1,1,0,0,0,0,1,0,0,0
12599,1,0,0,0,0,0,0,0,1,0
12600,1,0,0,0,0,0,0,0,1,0
12601,0,0,0,0,0,0,0,0,1,0
12602,1,0,0,0,1,0,1,0,0,0
12603,0,0,0,0,0,0,0,0,1,0
12604,1,0,0,0,0,0,0,0,0,0
12605,0,0,0,0,0,0,0,0,1,0
12606,1,0,0,0,0,0,0,0,1,0
12607,0,1,0,0,0,0,0,0,0,0
12608,0,1,0,0,0,0,0,0,1,0
12609,1,0,0,0,0,0,0,0,1,0
12610,1,0,0,0,0,0,0,0,1,0
12611,1,0,0,0,0,0,0,0,0,0
12612,1,0,0,0,0,0,0,0,1,0
12613,0,0,0,0,0,0,0,0,1,0
12614,0,0,0,0,0,0,0,0,1,0
12615,1,0,0,0,0,0,0,0,0,0
12616,0,1,0,0,0,0,0,0,1,0
12617,0,0,0,0,0,0,0,0,1,0
12618,0,0,0,0,0,0,0,0,1,0
12619,1,0,0,0,0,0,0,0,0,0
12620,0,0,0,0,0,0,0,0,1,0
12621,1,0,0,0,0,0,0,0,1,0
12625,0,1,0,0,1,0,1,0,1,0
12626,0,0,1,0,0,0,0,0,0,0
12628,1,0,0,0,0,0,0,0,0,0
12629,0,0,0,0,0,0,0,0,1,0
12630,1,0,0,0,0,0,0,0,0,0
12631,0,0,0,0,0,0,0,0,1,0
12632,0,0,0,0,0,1,0,0,1,0
12633,0,0,0,0,0,0,0,1,0,0
12634,1,0,0,0,0,0,0,0,0,0
12635,0,0,0,0,0,0,0,0,0,1
12636,0,0,0,0,0,0,0,1,0,0
12637,0,0,0,0,0,0,0,0,1,0
12638,0,1,0,0,0,0,0,0,0,0
12639,0,0,0,0,0,0,0,0,1,0
12640,0,0,0,0,0,0,0,0,1,0
12641,0,1,0,0,0,0,0,0,1,0
12642,0,0,0,0,0,0,0,0,1,0
12643,1,0,0,0,0,0,0,0,1,0
12644,0,0,0,0,0,0,0,0,1,0
12645,0,1,0,0,0,0,0,0,1,0
12646,0,1,0,0,0,0,0,0,1,0
12647,0,0,0,0,0,0,0,0,1,0
12648,0,0,0,0,0,0,0,0,1,0
12649,1,0,0,0,0,0,0,1,1,0
12650,1,0,0,0,0,1,0,0,0,0
12651,0,0,0,0,0,0,0,1,0,0
12652,0,0,0,0,0,0,0,0,0,1
12653,1,0,0,0,0,0,0,0,0,0
12654,0,0,0,0,0,0,0,0,1,0
12655,0,0,0,0,0,0,0,0,1,0
12656,0,0,0,0,0,0,0,0,1,0
12657,1,0,0,0,0,0,0,0,1,0
12658,0,0,0,0,0,1,0,0,1,0
12659,0,1,0,0,0,0,0,0,1,0
12660,0,0,0,0,0,0,0,0,1,0
12661,0,0,0,0,0,0,0,0,0,1
12662,1,0,0,0,0,0,0,0,1,0
12663,0,0,0,0,0,0,0,0,1,0
12664,0,0,0,0,0,0,0,0,0,1
12665,0,0,0,0,0,1,0,0,1,0
12666,0,0,0,0,0,0,1,0,0,0
12667,0,0,0,0,0,0,0,0,1,0
12668,0,0,0,0,0,1,0,0,1,0
12669,0,0,0,0,0,0,0,0,1,0
12670,0,0,0,0,0,0,0,0,1,0
12671,0,0,0,0,0,0,0,1,1,0
12672,0,0,0,0,0,0,0,0,1,0
12673,0,0,0,0,0,0,0,0,1,0
12674,0,0,0,0,0,0,0,0,1,0
12675,0,0,0,0,0,0,0,0,1,0
12676,0,0,0,0,0,0,0,0,1,0
12677,0,0,0,0,0,0,0,0,1,0
12678,0,0,0,0,0,0,0,0,1,0
12679,1,0,0,0,0,0,0,0,0,0
12680,0,0,0,0,0,0,0,1,0,0
12681,0,0,0,0,0,0,0,0,1,0
12682,1,0,0,0,0,0,0,0,0,0
12683,0,0,1,0,0,0,0,0,0,0
12684,1,0,0,0,0,0,0,0,0,0
12685,0,1,0,0,0,0,0,0,1,0
12686,0,0,0,0,0,0,0,1,0,0
12687,0,0,0,0,0,0,0,0,1,0
12688,0,0,0,0,0,0,0,0,1,0
12689,0,0,0,0,0,0,0,0,0,1
12690,0,0,0,0,0,0,1,0,0,0
12693,1,0,0,0,0,0,0,0,1,0
12694,1,0,0,0,0,0,0,0,0,0
12695,0,0,0,1,0,0,0,0,0,0
12696,0,0,0,0,0,0,0,0,0,1
12697,0,0,0,0,0,0,0,0,1,0
12698,0,0,0,0,0,0,0,0,0,1
12699,0,0,1,0,0,0,0,0,0,0
12700,0,0,0,0,0,0,0,0,1,0
12701,0,0,0,0,0,0,0,0,1,0
12702,0,0,0,0,0,0,0,0,1,0
12703,0,0,0,0,0,0,0,0,1,0
12704,1,1,0,0,0,0,0,0,1,0
12705,0,0,0,0,0,0,0,0,1,0
12706,1,0,0,0,0,0,0,0,0,0
12707,0,1,0,0,0,0,0,0,0,0
12708,0,0,0,1,0,0,0,0,0,0
12709,0,0,0,0,0,0,0,0,0,1
12710,0,0,0,0,0,0,0,0,1,0
12711,0,0,0,0,0,0,0,0,0,1
12712,0,0,0,0,0,0,0,0,0,1
12713,0,0,0,0,0,0,0,0,1,0
12714,0,0,0,0,0,0,0,0,1,0
12715,0,1,0,0,0,0,0,0,0,0
12716,0,0,0,0,0,0,0,0,0,1
12717,0,0,0,0,0,0,0,0,0,1
12721,0,0,0,0,0,0,0,0,1,0
12722,1,0,0,0,0,0,1,0,0,0
12723,0,0,0,0,0,0,0,0,1,0
12724,0,0,0,0,0,0,0,0,1,0
12725,0,0,0,0,0,0,0,0,1,0
12726,0,0,0,0,0,0,0,1,0,0
12727,0,0,0,0,0,0,0,0,1,0
12728,0,1,0,0,0,0,0,0,1,0
12729,0,0,1,0,0,0,0,0,0,0
12730,0,0,0,0,0,0,0,0,1,0
12733,0,0,0,0,0,0,0,1,0,0
12734,0,0,0,0,0,0,0,0,0,1
12735,0,0,0,0,0,0,0,0,0,1
12736,0,0,0,0,0,0,0,0,1,0
12737,0,0,1,0,0,0,0,0,0,0
12738,0,0,0,0,0,0,0,0,0,1
12739,0,0,0,0,0,0,0,0,1,0
12740,0,0,0,0,0,0,1,0,0,0
12741,1,0,0,0,0,0,0,0,1,0
12742,0,0,1,0,0,0,0,0,0,0
12743,0,0,0,0,0,0,0,0,0,1
12744,0,1,0,0,0,0,0,0,1,0
12745,0,0,0,0,0,0,0,0,1,0
12747,0,0,1,0,0,0,0,0,0,0
12748,0,0,0,0,0,0,1,0,0,0
12749,0,0,0,0,0,0,0,0,0,1
12750,1,0,0,0,0,0,0,0,1,0
12751,0,0,1,0,0,0,0,0,0,0
12752,1,0,0,0,0,0,0,0,0,0
12753,0,0,0,0,0,0,0,0,0,1
12754,0,0,0,0,0,0,0,0,0,1
12755,0,0,0,0,0,0,1,1,0,0
12756,1,0,0,0,0,0,0,1,0,0
12757,0,0,1,0,0,0,0,0,0,0
12759,1,0,0,0,0,0,0,0,0,0
12760,0,0,0,0,0,0,1,0,0,0
12761,0,0,0,0,0,0,1,1,0,0
12762,0,0,0,0,1,0,0,0,0,0
12763,0,0,0,1,0,0,0,0,0,0
12764,0,0,0,0,0,0,0,0,1,0
12765,0,1,0,0,0,0,0,0,0,0
12766,0,0,0,0,0,0,0,0,0,1
12767,1,0,0,0,0,0,0,0,0,0
12768,0,0,0,0,0,0,0,0,1,0
12769,1,0,0,0,0,0,0,0,0,0
12770,0,0,0,0,0,0,0,0,0,1
12771,0,0,0,0,0,0,0,0,1,0
12772,0,0,0,0,0,0,0,1,0,0
12773,0,0,0,0,0,0,0,0,1,0
12774,0,1,0,0,0,0,0,0,1,0
12775,0,0,0,0,0,0,0,0,1,0
12776,0,1,0,0,1,0,0,0,0,0
12777,1,0,0,0,0,0,0,0,0,0
12778,1,0,0,0,0,0,0,0,0,0
12779,1,0,0,0,0,0,0,0,1,0
12780,0,0,0,0,0,0,0,0,1,0
12781,0,0,0,0,0,0,1,0,0,0
12782,1,0,0,0,0,0,0,0,0,0
12783,0,0,0,0,0,0,0,0,1,0
12784,0,0,0,0,0,0,0,0,1,0
12785,0,0,0,0,0,0,0,0,0,1
12786,0,0,0,0,0,0,0,0,1,0
12787,0,0,0,0,0,0,0,0,1,0
12788,1,0,0,0,0,0,0,0,0,0
12789,0,0,0,0,0,0,0,0,1,0
12790,0,0,0,0,0,0,0,0,0,1
12791,0,0,0,0,1,0,1,0,0,0
12792,1,0,0,0,0,0,0,0,0,0
12793,1,0,0,0,0,0,0,0,0,0
12794,0,0,0,0,0,0,0,0,0,1
12795,0,0,0,0,0,0,0,0,0,1
12796,1,0,0,0,0,0,0,0,0,0
12797,0,0,0,0,0,0,0,0,1,0
12798,0,1,0,0,0,0,0,0,1,0
12799,0,0,0,0,0,0,1,1,0,0
12800,0,0,1,0,0,0,0,0,0,0
12801,1,0,0,0,0,0,0,0,1,0
12802,0,0,0,0,0,0,1,1,0,0
12803,1,0,0,0,0,0,0,0,0,0
12804,1,0,0,0,0,1,0,0,1,0
12805,0,0,0,0,0,0,0,0,1,0
12806,0,0,0,0,0,0,1,0,0,0
12807,0,0,0,0,0,1,0,0,0,0
12808,0,0,0,0,0,0,0,1,0,0
12809,0,0,0,0,0,0,0,0,1,0
12811,0,0,0,0,0,0,0,0,0,1
12812,0,0,0,0,0,0,0,0,0,1
12813,0,0,1,0,0,0,0,0,0,0
12814,0,0,0,0,0,0,0,0,1,0
12815,0,0,0,0,0,0,0,0,1,0
12816,0,0,1,0,0,0,0,0,0,0
12817,0,0,0,0,0,0,0,0,1,0
12818,0,0,0,0,0,1,0,0,1,0
12819,0,1,0,0,0,0,0,0,1,0
12820,0,0,0,0,0,0,0,0,1,0
12821,0,0,0,0,0,0,0,0,1,0
12822,0,0,0,0,0,0,0,0,1,0
12823,0,0,1,0,0,0,0,0,0,0
12824,1,0,0,0,0,0,0,0,0,0
12825,0,0,0,0,0,0,0,0,0,1
12826,0,0,0,0,0,0,0,0,1,0
12827,1,0,0,0,0,0,0,0,1,0
12828,0,0,0,0,0,0,0,0,1,0
12829,0,0,0,0,0,1,0,0,0,0
12830,1,0,0,0,0,0,0,0,1,0
12831,0,0,0,0,0,0,0,0,1,0
12832,0,0,0,0,0,0,1,0,0,0
12833,1,0,0,0,0,0,0,0,0,0
12834,0,0,0,0,0,1,0,0,1,0
12835,1,0,0,0,0,0,0,0,0,0
12836,0,0,0,0,0,0,0,0,1,0
12837,0,0,0,0,0,0,0,0,1,0
12838,0,0,0,0,0,0,0,0,1,0
12839,0,0,0,0,0,0,0,0,1,0
12840,0,1,0,0,0,0,0,0,1,0
12841,0,0,0,0,0,0,1,0,0,0
12842,0,0,0,0,0,0,0,0,1,0
12843,1,0,0,0,0,0,0,0,0,0
12844,0,1,0,0,0,0,0,0,1,0
12845,1,0,0,0,0,0,0,0,1,0
12846,0,0,0,0,0,0,0,0,1,0
12847,0,1,0,0,0,0,0,0,1,0
12848,0,1,0,0,0,0,0,0,1,0
12849,0,0,0,0,0,0,0,0,1,0
12850,0,0,0,0,0,0,0,0,1,0
12851,0,0,0,0,0,0,1,0,0,0
12852,0,0,0,0,0,0,1,0,0,0
12853,1,0,0,0,0,0,0,0,1,0
12854,1,0,0,0,0,0,0,0,1,0
12855,0,0,0,0,0,0,0,0,1,0
12856,0,1,0,0,0,0,0,0,0,0
12857,1,0,0,0,0,0,0,0,1,0
12859,0,0,1,0,0,0,0,0,0,0
12860,1,0,0,0,0,0,1,0,0,0
12861,0,0,0,0,0,0,0,0,0,1
12862,1,0,0,0,0,0,0,0,0,0
12863,0,0,0,0,0,0,0,0,1,0
12864,0,0,0,0,0,0,0,0,0,1
12865,1,0,0,0,0,0,0,0,1,0
12867,0,0,1,0,0,0,0,0,0,0
12868,0,0,1,0,0,0,0,0,0,0
12869,0,0,0,0,0,0,0,1,1,0
12870,0,0,0,0,0,0,0,0,1,0
12871,0,0,0,0,0,0,0,0,1,0
12872,0,0,0,0,0,1,0,0,0,0
12873,0,0,0,0,0,0,0,0,1,0
12874,1,0,0,0,0,0,0,0,1,0
12875,0,0,0,0,0,0,0,0,1,0
12876,0,0,0,0,0,0,0,0,1,0
12877,0,0,0,0,0,0,0,0,1,0
12878,0,0,0,0,0,0,0,0,1,0
12879,0,0,1,0,0,0,0,0,0,0
12880,0,0,0,0,0,0,0,0,0,1
12881,0,0,0,0,0,0,0,0,0,1
12882,0,0,0,0,0,0,0,0,1,0
12883,1,0,0,0,0,0,0,0,0,0
12884,1,0,0,0,0,0,0,0,1,0
12885,1,0,0,0,0,0,1,0,0,0
12886,0,0,0,0,0,0,0,0,1,0
12887,1,0,0,0,0,0,0,0,1,0
12888,1,0,0,0,0,0,0,0,1,0
12889,1,0,0,0,0,0,1,0,0,0
12890,0,1,0,0,0,0,0,0,1,0
12891,0,0,0,0,0,0,0,0,1,0
12892,0,0,0,0,0,0,0,0,1,0
12893,0,0,0,0,0,0,0,0,1,0
12894,0,0,0,0,0,0,0,0,1,0
12895,0,0,0,0,0,0,0,0,1,0
12896,1,0,0,0,0,0,0,0,1,0
12897,0,1,0,0,0,0,0,0,1,0
12898,0,0,0,0,0,0,0,0,1,0
12899,1,0,0,0,0,0,0,0,0,0
12900,0,0,0,0,0,0,1,0,0,0
12901,0,0,1,0,0,0,0,0,0,0
12902,1,0,0,0,0,0,0,0,1,0
12903,0,0,0,0,0,0,0,0,0,1
12904,0,0,0,0,0,0,0,0,1,0
12905,0,0,0,0,0,0,0,0,1,0
12906,0,1,0,0,0,0,0,0,1,0
12907,0,1,0,0,0,0,0,0,1,0
12908,0,0,0,0,0,0,0,0,0,1
12909,0,1,0,0,0,0,0,0,1,0
12910,0,0,0,0,0,0,0,0,1,0
12911,0,0,0,0,0,0,1,0,1,0
12912,0,1,0,0,1,0,0,0,0,0
12913,0,0,0,0,0,0,0,0,1,0
12914,0,0,0,0,0,0,0,0,1,0
12915,0,0,0,0,0,0,0,0,1,0
12916,0,0,0,0,0,0,0,0,1,0
12917,0,0,0,0,0,0,0,1,0,0
12918,0,0,0,0,0,0,0,0,1,0
12920,0,0,0,0,0,0,0,0,0,1
12921,0,0,0,0,0,0,0,0,1,0
12922,1,0,0,0,0,0,1,0,0,0
12923,0,0,0,0,0,0,0,1,1,0
12924,1,0,0,0,0,0,0,1,0,0
12925,1,0,0,0,0,0,0,0,1,0
12926,0,0,0,0,0,0,0,0,1,0
12927,0,0,0,0,0,0,1,0,0,0
12928,1,0,0,0,0,0,0,0,1,0
12929,0,0,0,0,0,0,0,0,1,0
12930,0,0,0,0,0,0,0,1,0,0
12931,0,0,0,0,0,0,0,1,1,0
12932,0,0,0,0,0,0,0,0,0,1
12933,0,0,0,0,0,1,0,0,0,0
12935,0,0,0,0,0,0,0,0,1,0
12936,0,0,0,0,0,0,0,0,1,0
12938,0,0,0,0,0,0,0,0,1,0
12939,0,0,0,0,0,0,0,0,1,0
12940,1,0,0,0,0,0,0,0,1,0
12941,0,0,0,0,0,1,0,0,1,0
12942,0,0,0,0,0,0,0,0,1,0
12943,0,0,1,0,0,0,0,0,0,0
12944,0,0,0,0,0,0,0,0,1,0
12945,0,0,0,1,1,0,1,0,0,0
12946,0,1,0,0,0,0,0,0,1,0
12947,1,0,0,0,0,0,0,0,1,0
12948,0,0,0,0,0,0,0,0,1,0
12949,0,0,0,0,0,0,0,0,1,0
12950,1,0,0,0,0,0,0,0,0,0
12952,0,0,0,0,0,0,0,0,1,0
12953,0,0,0,0,0,0,0,0,1,0
12954,0,0,0,0,0,0,0,0,1,0
12955,0,0,0,0,0,0,0,0,1,0
12956,1,0,0,0,0,0,0,0,0,0
12957,0,0,0,0,0,0,1,0,0,0
12958,0,0,0,0,0,1,0,0,1,0
12959,1,0,0,0,0,0,0,0,0,0
12960,0,0,0,0,0,0,0,1,0,0
12961,1,0,0,0,0,0,0,0,0,0
12962,1,0,0,0,0,0,0,0,0,0
12963,0,1,0,0,0,0,0,0,0,0
12964,0,0,0,0,0,0,1,0,0,0
12965,0,0,0,0,0,0,0,0,1,0
12966,0,0,0,0,0,0,0,0,1,0
12967,0,0,0,0,0,0,0,1,0,0
12968,0,0,0,0,0,0,0,0,1,0
12969,0,0,0,0,0,0,0,0,1,0
12970,0,0,0,0,0,0,0,0,1,0
12971,0,0,0,0,0,0,0,0,1,0
12972,0,0,1,0,0,0,0,0,0,0
12973,0,0,0,0,0,0,0,0,1,0
12974,0,1,0,0,0,0,0,0,1,0
12975,0,0,0,0,0,0,0,0,1,0
12977,0,0,0,0,0,0,0,0,1,0
12978,0,0,0,0,0,0,0,0,1,0
12979,0,0,0,0,0,0,0,0,1,0
12980,0,1,0,0,0,0,0,0,1,0
12981,0,0,0,0,0,0,0,0,1,0
12984,0,0,0,0,0,0,0,0,1,0
12985,0,0,0,0,0,0,0,0,1,0
12986,0,0,0,0,0,0,0,0,1,0
12987,0,0,0,0,0,0,0,0,1,0
12989,0,1,0,0,0,0,0,0,1,0
12990,0,0,0,0,0,0,0,0,1,0
12991,0,0,0,0,0,0,0,0,1,0
12992,0,0,1,0,0,0,0,0,1,0
12993,0,0,0,0,0,0,0,1,0,0
12994,0,0,0,0,0,0,0,0,1,0
12995,0,0,0,0,0,0,0,0,1,0
12996,0,0,0,0,0,0,1,0,0,0
12997,0,0,0,0,0,0,0,0,1,0
12998,1,1,0,0,0,0,0,0,1,0
12999,0,0,0,0,0,0,0,0,1,0
13000,1,0,0,0,0,0,0,0,1,0
13001,0,0,0,0,0,0,0,0,1,0
13002,0,0,0,0,0,0,0,0,1,0
13003,1,0,0,0,0,0,0,0,0,0
13004,0,1,0,0,0,0,0,0,1,0
13005,0,0,0,0,0,0,0,0,0,1
13006,0,0,0,0,0,0,0,0,1,0
13007,1,0,0,0,0,0,0,0,1,0
13009,0,0,0,0,0,1,0,0,1,0
13010,0,1,0,0,0,0,0,0,1,0
13011,0,0,0,0,0,0,1,0,0,0
13012,0,0,0,0,0,0,0,0,1,0
13013,1,0,0,0,0,0,0,0,1,0
13014,0,0,0,0,0,0,0,0,1,0
13015,0,0,0,0,0,0,0,0,1,0
13016,0,0,0,0,0,0,0,1,0,0
13017,0,1,0,0,0,0,0,0,1,0
13018,0,0,0,0,0,0,0,0,1,0
13019,0,0,0,0,0,0,0,1,0,0
13020,0,0,0,0,0,0,0,0,1,0
13021,1,0,0,0,0,0,0,0,1,0
13022,1,0,0,0,0,0,1,0,0,0
13023,0,1,0,0,0,0,0,0,0,0
13024,0,0,0,0,0,0,0,0,1,0
13026,1,0,0,0,0,1,0,0,1,0
13027,0,0,0,0,0,0,0,0,1,0
13028,1,0,0,0,0,0,0,0,0,0
13029,0,0,0,0,0,0,0,1,0,0
13030,0,0,0,0,0,1,0,0,1,0
13031,0,0,0,0,0,0,0,0,0,1
13032,0,0,0,0,0,0,0,0,1,0
13034,0,0,0,0,0,0,0,1,0,0
13035,0,0,0,0,0,0,0,0,1,0
13036,0,0,0,0,0,0,0,0,1,0
13037,0,0,0,0,0,0,0,0,0,1
13038,1,0,0,0,0,0,0,0,1,0
13039,0,0,0,0,0,0,0,0,0,1
13040,0,1,0,0,0,0,0,0,1,0
13041,0,0,1,0,0,0,0,0,0,0
13042,0,0,0,0,0,0,0,0,1,0
13043,1,0,0,0,0,0,0,0,0,0
13044,0,0,0,0,0,1,0,0,0,0
13045,0,0,0,0,0,0,0,0,1,0
13046,0,0,0,0,0,0,0,0,1,0
13047,1,0,0,0,0,0,0,0,1,0
13048,1,0,0,0,0,0,0,0,0,0
13049,0,0,0,0,0,0,0,0,1,0
13050,0,0,0,0,0,0,0,0,1,0
13051,0,1,0,0,0,0,0,0,1,0
13052,0,0,0,0,0,0,0,0,1,0
13053,0,0,0,0,0,0,0,0,1,0
13054,0,0,0,0,0,0,0,0,0,1
13055,0,0,0,0,0,1,0,0,1,0
13056,0,0,0,0,0,0,0,0,1,0
13057,0,0,0,0,0,0,0,0,1,0
13058,1,0,0,0,0,0,0,0,1,0
13059,0,0,0,0,0,0,1,0,0,0
13060,0,0,0,0,0,0,0,0,1,0
13061,1,1,0,0,0,1,0,0,1,0
13062,0,0,0,0,0,0,0,0,1,0
13063,0,0,0,0,0,1,0,0,1,0
13064,0,0,0,0,0,0,1,0,0,0
13065,0,0,0,0,0,0,0,0,0,1
13066,0,0,0,0,0,0,0,0,1,0
13067,1,0,0,0,0,0,0,0,1,0
13068,0,1,0,0,0,0,0,0,1,0
13069,1,0,0,0,0,0,0,0,1,0
13070,0,0,0,0,0,0,0,0,1,0
13071,0,0,0,0,0,0,0,0,1,0
13072,0,1,0,0,0,0,0,0,1,0
13073,0,0,0,0,0,0,0,1,0,0
13074,0,0,0,0,0,0,0,0,1,0
13075,0,0,0,0,0,0,0,0,0,1
13076,0,0,0,0,0,0,0,0,0,1
13077,0,0,0,0,0,0,0,0,1,0
13078,0,0,0,0,0,0,0,0,1,0
13079,0,0,0,0,0,0,0,0,1,0
13080,1,0,0,0,0,0,0,0,0,0
13081,1,0,0,0,0,0,1,0,0,0
13082,0,0,0,0,0,0,0,0,1,0
13083,1,0,0,0,0,0,0,1,0,0
13084,0,0,0,0,0,0,0,0,1,0
13085,0,0,0,0,0,1,0,0,1,0
13086,1,0,0,0,0,0,0,0,1,0
13087,1,0,0,0,0,0,0,0,1,0
13088,0,0,0,0,1,0,0,0,0,0
13089,0,0,0,0,1,0,0,0,0,0
13091,0,0,0,0,0,0,0,0,1,0
13092,0,0,0,0,0,0,1,0,0,0
13093,0,1,0,0,0,0,0,0,1,0
13094,0,0,0,0,0,0,0,0,1,0
13095,1,0,0,0,0,0,0,0,0,0
13096,0,0,0,0,0,0,0,0,1,0
13097,0,0,0,0,0,0,0,0,1,0
13098,0,0,0,0,0,0,0,0,1,0
13099,0,0,0,0,0,0,0,0,0,1
13100,0,0,0,0,0,0,0,0,1,0
13101,0,0,0,0,0,0,0,0,1,0
13102,0,0,0,0,0,0,0,0,1,0
13104,0,0,0,0,0,0,1,0,0,0
13105,0,0,0,0,0,0,0,0,1,0
13106,0,0,0,0,0,0,0,0,1,0
13107,0,0,0,0,0,0,0,0,1,0
13108,0,1,0,0,0,0,0,0,0,0
13109,0,0,0,0,0,0,0,0,1,0
13110,0,0,1,0,0,0,0,0,0,0
13112,0,0,0,0,0,0,1,0,0,0
13113,1,0,0,0,0,0,0,0,1,0
13114,0,0,0,1,0,0,0,0,0,0
13115,0,0,0,0,0,0,0,0,1,0
13116,0,0,0,0,0,0,0,1,0,0
13117,0,0,0,0,0,0,0,0,1,0
13118,0,0,0,0,0,0,1,0,0,0
13119,0,0,0,0,0,0,0,0,1,0
13120,0,0,0,0,0,0,0,0,1,0
13121,0,1,0,0,0,0,0,0,1,0
13122,0,0,0,0,0,0,0,0,1,0
13123,0,0,0,0,0,0,0,0,1,0
13125,1,0,0,0,0,0,0,0,0,0
13126,0,0,0,0,0,0,0,0,1,0
13127,0,0,1,0,0,0,0,0,0,0
13128,0,0,0,0,1,0,0,0,0,0
13129,0,0,1,0,0,0,0,0,0,0
13130,0,0,0,0,0,0,0,0,1,0
13132,0,0,0,0,0,0,0,0,1,0
13136,0,0,0,0,0,0,0,0,1,0
13137,1,0,0,0,0,0,0,0,0,0
13139,1,0,0,0,0,0,0,0,0,0
13140,0,1,0,0,0,0,0,0,1,0
13141,0,0,0,0,0,0,0,0,1,0
13142,1,0,0,0,0,0,0,0,0,0
13143,1,0,0,0,0,0,0,0,0,0
13144,0,0,0,0,0,0,0,0,1,0
13145,1,0,0,0,0,0,0,0,0,0
13146,0,0,0,0,0,0,0,0,1,0
13147,0,0,0,0,0,0,0,0,0,1
13148,0,0,1,0,0,0,0,0,0,0
13149,0,0,0,0,0,0,0,1,0,0
13150,0,0,0,0,0,0,0,0,1,0
13151,0,0,0,0,0,0,1,0,0,0
13152,0,0,0,0,0,0,0,1,0,0
13153,0,0,0,0,0,0,0,0,1,0
13154,1,0,0,0,0,0,0,0,1,0
13155,0,0,0,0,0,0,0,0,1,0
13156,0,0,0,0,0,0,0,0,1,0
13157,0,0,0,0,0,0,1,0,0,0
13158,1,0,0,0,0,0,1,0,0,0
13159,0,0,0,0,0,0,0,0,1,0
13160,1,0,0,0,0,0,0,0,1,0
13161,0,0,0,0,0,0,0,1,0,0
13162,0,0,0,0,0,0,0,0,1,0
13163,0,0,0,0,1,0,0,0,0,0
13164,0,0,0,0,0,0,0,0,1,0
13165,1,0,0,0,0,0,0,0,1,0
13166,0,0,0,0,0,0,0,0,1,0
13167,0,0,0,0,0,0,0,0,1,0
13168,0,0,0,0,0,0,0,0,1,0
13169,0,0,0,0,0,0,1,0,0,0
13170,0,0,0,0,0,0,0,0,0,1
13171,0,1,0,0,0,0,0,0,1,0
13172,0,0,0,0,0,0,0,0,1,0
13173,0,0,0,0,0,0,0,0,0,1
13174,0,0,0,0,0,0,0,0,0,1
13175,0,0,1,0,0,0,0,0,0,0
13176,0,0,0,0,0,0,0,0,1,0
13178,0,0,1,0,0,0,0,0,0,0
13180,0,0,0,0,0,0,0,0,1,0
13181,1,0,0,0,0,0,0,0,1,0
13182,0,0,0,0,0,0,1,0,0,0
13183,0,0,0,0,0,0,0,1,0,0
13184,0,0,0,0,0,0,0,0,1,0
13185,1,0,0,0,0,0,0,0,0,0
13186,0,0,0,0,0,0,1,0,0,0
13187,0,0,0,0,0,0,0,0,1,0
13188,1,0,0,0,0,0,0,0,0,0
13189,1,0,0,0,0,0,0,0,1,0
13190,0,0,0,0,0,0,0,1,0,0
