reviewid,electronic,experimental,folk/country,global,jazz,metal,pop/r&b,rap,rock,unknown
5547,0,0,0,0,0,0,0,0,1,0
5548,0,0,0,0,0,0,0,0,1,0
5549,1,1,0,0,0,0,0,0,1,0
5550,1,0,0,0,0,0,0,0,0,0
5551,1,0,0,0,0,0,0,0,0,0
5554,0,0,0,0,0,1,0,0,1,0
5555,0,1,0,0,0,0,0,0,1,0
5556,0,1,0,0,0,0,0,0,1,0
5557,0,0,0,0,0,0,0,0,1,0
5558,0,0,0,0,0,0,0,0,1,0
5559,0,0,0,0,0,0,0,0,0,1
5560,0,0,0,0,1,1,0,0,0,0
5561,1,0,0,0,0,0,0,0,0,0
5562,1,0,0,0,0,0,0,0,0,0
5563,0,1,0,0,0,0,0,0,1,0
5564,1,0,0,0,0,0,0,0,0,0
5565,0,0,0,0,0,0,0,0,1,0
5566,1,0,0,0,0,0,0,0,0,0
5567,0,0,0,0,0,0,0,0,1,0
5568,0,0,0,0,0,0,0,1,0,0
5569,0,1,0,0,0,0,0,0,0,0
5570,0,1,0,0,0,0,0,0,0,0
5571,1,0,0,0,0,0,0,0,0,0
5572,0,0,0,0,0,0,0,0,1,0
5575,0,0,0,0,0,0,0,0,0,1
5578,0,0,0,0,1,0,1,0,0,0
5579,0,0,0,0,0,0,0,1,0,0
5582,0,0,0,0,0,0,0,0,1,0
5583,1,0,0,0,0,0,0,0,0,0
5584,1,0,0,0,0,0,0,0,0,0
5585,1,1,0,0,0,0,0,0,0,0
5586,0,0,0,0,0,0,0,0,0,1
5587,0,0,0,0,0,0,0,0,1,0
5588,0,0,0,0,0,0,0,0,1,0
5589,0,0,0,0,0,0,0,0,1,0
5590,0,0,0,0,0,0,0,0,1,0
5591,0,0,0,0,0,0,0,0,1,0
5592,0,0,0,0,0,0,0,1,0,0
5593,0,0,1,0,0,0,0,0,0,0
5596,0,0,0,0,0,0,0,0,1,0
5597,0,0,0,0,0,0,0,0,1,0
5598,1,0,0,0,1,0,0,0,0,0
5599,1,1,0,0,0,0,0,0,1,0
5600,1,1,0,0,0,0,0,0,1,0
5601,0,0,0,0,0,0,0,0,1,0
5602,0,0,0,0,0,0,0,0,1,0
5603,0,0,0,0,0,0,1,0,0,0
5604,0,0,0,0,0,0,0,1,0,0
5605,0,0,0,0,0,0,0,1,0,0
5606,1,0,0,0,0,0,0,0,1,0
5607,0,0,0,0,0,0,1,0,0,0
5608,1,0,0,0,0,0,1,0,0,0
5609,0,0,0,0,0,0,0,0,1,0
5610,0,0,0,0,0,1,0,0,1,0
5611,0,0,0,0,0,1,0,0,1,0
5612,0,0,0,0,0,0,0,0,0,1
5613,0,0,0,0,0,0,1,0,0,0
5614,0,0,0,0,0,0,1,0,0,0
5615,0,0,0,0,0,0,0,0,0,1
5616,0,0,0,0,0,0,0,0,0,1
5617,1,0,0,1,0,0,1,0,0,0
5618,0,0,0,1,0,0,1,0,0,0
5619,0,0,0,0,0,0,0,0,1,0
5620,0,0,0,0,0,0,0,0,1,0
5621,0,1,0,0,0,0,0,0,1,0
5622,0,1,0,0,0,0,0,0,1,0
5623,0,1,0,0,0,0,0,0,1,0
5624,0,0,0,0,0,0,0,0,1,0
5625,1,0,0,0,0,0,1,0,0,0
5626,0,1,0,0,0,0,0,0,1,0
5627,0,0,0,0,0,0,0,0,1,0
5628,0,0,0,0,0,0,0,0,1,0
5629,0,0,0,0,0,0,0,0,1,0
5630,0,0,0,0,0,0,0,0,1,0
5631,0,0,0,0,0,0,0,0,1,0
5632,0,0,0,0,0,0,0,0,1,0
5633,1,0,0,0,0,0,0,0,0,0
5634,1,0,0,0,0,0,0,0,0,0
5635,0,0,0,0,0,0,0,0,1,0
5636,0,0,0,0,0,0,0,0,1,0
5639,0,0,0,0,0,0,1,0,0,0
5640,1,0,0,0,0,0,0,0,1,0
5641,1,0,0,0,0,0,0,0,1,0
5642,0,0,0,0,0,0,1,0,1,0
5643,0,1,0,0,0,0,0,0,1,0
5644,0,0,0,0,0,0,0,0,0,1
5645,0,0,0,0,0,0,0,0,1,0
5646,1,0,0,0,0,0,0,0,1,0
5647,1,0,0,0,0,0,0,0,1,0
5648,0,0,0,0,0,0,0,0,1,0
5649,0,0,0,0,0,0,0,0,1,0
5650,0,0,0,0,0,0,0,0,1,0
5651,0,0,0,0,0,0,0,1,0,0
5652,0,0,0,0,0,0,0,1,0,0
5653,0,0,0,0,0,0,0,0,0,1
5654,0,0,0,0,0,0,0,0,0,1
5655,0,0,0,0,0,0,0,0,0,1
5656,0,0,0,0,0,0,1,0,0,0
5657,1,0,0,0,0,0,0,0,0,0
5658,0,1,0,0,0,0,0,0,1,0
5659,0,0,0,0,0,0,1,0,0,0
5660,0,0,0,0,0,0,0,0,0,1
5661,0,0,0,1,0,0,0,0,0,0
5662,1,0,0,0,0,0,0,0,1,0
5663,0,0,0,0,0,0,0,0,1,0
5664,1,0,0,1,0,0,0,0,0,0
5665,0,0,0,0,0,0,0,0,0,1
5666,0,0,0,0,0,0,0,0,1,0
5667,0,0,0,0,0,0,0,0,1,0
5668,0,1,0,0,0,0,0,0,1,0
5669,0,0,0,0,0,0,0,0,1,0
5670,1,0,0,0,0,0,0,0,1,0
5671,1,0,0,0,0,0,0,0,0,0
5672,0,1,0,0,0,0,0,0,1,0
5673,0,0,0,1,0,0,0,0,0,0
5674,0,0,0,1,0,0,0,0,0,0
5675,1,1,0,0,0,0,0,0,0,0
5676,1,0,0,0,0,0,1,0,0,0
5677,0,0,0,0,0,0,0,0,1,0
5678,0,0,0,0,0,0,0,0,0,1
5679,0,0,0,0,0,0,0,0,1,0
5680,0,1,0,0,0,0,0,0,1,0
5681,0,0,0,0,0,0,0,0,1,0
5682,0,0,0,0,0,0,0,0,1,0
5683,0,1,0,0,0,0,0,0,1,0
5684,0,0,0,0,1,1,0,0,0,0
5685,0,0,1,0,0,0,0,0,0,0
5686,1,0,0,0,0,0,0,0,1,0
5687,0,0,0,0,0,0,0,0,1,0
5690,1,0,0,0,0,0,0,0,0,0
5691,0,0,0,0,0,0,0,0,0,1
5692,1,0,0,0,0,0,0,0,1,0
5693,1,0,0,0,0,0,0,0,1,0
5696,1,0,0,0,0,0,0,0,1,0
5697,0,0,0,0,0,0,0,0,1,0
5698,0,0,0,0,0,0,0,0,1,0
5699,0,0,0,0,0,0,0,0,1,0
5700,0,0,0,0,0,0,0,0,1,0
5709,0,0,0,0,0,0,0,1,0,0
5710,0,0,0,0,0,0,0,1,0,0
5711,0,0,0,0,0,0,0,1,0,0
5712,0,0,0,0,0,0,0,0,1,0
5713,0,0,0,0,0,0,0,0,1,0
5714,0,0,0,0,0,0,0,0,1,0
5715,0,0,0,0,0,1,0,0,0,0
5716,0,0,0,0,0,1,0,0,1,0
5717,0,0,0,0,0,0,0,0,1,0
5718,0,0,0,0,0,0,0,0,1,0
5719,0,0,0,0,0,0,0,0,1,0
5723,0,0,0,0,0,0,0,0,0,1
5724,0,0,0,0,0,0,0,0,0,1
5725,0,0,0,0,0,0,0,0,0,1
5727,0,0,0,0,0,0,0,0,1,0
5732,0,1,0,0,0,0,0,0,1,0
5733,0,1,0,0,0,0,0,0,1,0
5734,0,1,0,0,0,0,0,0,1,0
5735,0,1,0,0,0,0,0,0,0,0
5738,0,1,0,0,0,0,0,0,0,0
5739,0,1,0,0,0,0,0,0,0,0
5740,0,1,0,0,0,0,0,0,0,0
5741,0,0,0,0,0,0,0,0,1,0
5744,0,1,0,0,0,0,0,0,1,0
5747,1,0,0,0,1,0,0,0,0,0
5748,0,0,0,0,0,0,0,1,1,0
5749,0,0,0,0,0,0,0,1,1,0
5750,0,0,0,0,0,0,0,0,1,0
5754,0,0,0,0,0,0,0,0,0,1
5756,0,0,0,0,0,0,0,0,0,1
5757,0,0,0,0,0,0,0,0,0,1
5758,0,0,0,0,0,0,0,0,1,0
5759,0,0,0,0,0,0,0,0,1,0
5761,0,0,0,0,0,0,0,0,1,0
5764,0,0,0,0,0,0,0,0,1,0
5765,1,1,0,0,0,0,0,1,1,0
5767,0,0,0,0,0,0,0,0,1,0
5769,0,0,0,0,0,0,0,0,1,0
5770,0,0,0,0,0,0,0,0,1,0
5771,0,0,0,0,0,0,0,0,1,0
5772,0,0,0,0,0,0,0,0,1,0
5773,0,0,0,0,0,0,0,0,1,0
5774,0,0,0,0,0,0,0,0,1,0
5776,0,0,0,0,0,0,0,0,1,0
5778,0,0,0,0,0,1,0,0,1,0
5779,0,0,0,0,0,1,0,0,1,0
5782,0,0,0,0,0,0,0,0,0,1
5785,0,0,0,0,0,0,0,0,1,0
5786,0,0,0,0,0,0,0,0,1,0
5787,0,0,0,0,0,0,0,0,1,0
5788,0,0,0,0,0,0,0,0,1,0
5793,1,0,0,0,1,0,0,0,0,0
5794,1,0,0,0,1,0,0,0,0,0
5795,1,0,0,0,1,0,0,0,0,0
5798,0,0,0,0,0,0,0,0,1,0
5799,0,0,0,0,0,0,0,0,1,0
5802,0,0,0,0,0,0,0,0,1,0
5803,0,0,0,0,0,0,0,0,1,0
5804,0,0,0,0,0,0,0,0,1,0
5805,0,0,0,0,0,0,0,0,1,0
5806,0,0,0,0,0,0,0,0,1,0
5807,0,0,0,0,0,0,0,0,1,0
5808,0,0,0,0,0,0,0,0,1,0
5810,0,0,0,0,0,0,0,0,1,0
5811,0,0,0,0,0,0,0,0,1,0
5812,0,0,0,0,0,0,0,0,1,0
5813,0,0,0,0,0,0,1,0,0,0
5815,0,0,0,0,0,1,0,0,1,0
5816,0,1,0,0,0,0,0,0,1,0
5817,0,1,0,0,0,0,0,0,1,0
5818,0,1,0,0,0,0,0,0,1,0
5819,0,0,0,0,0,0,0,0,0,1
5821,0,0,0,0,0,0,0,0,0,1
5823,0,1,0,0,0,0,0,0,0,0
5824,0,0,0,0,0,1,0,0,1,0
5825,0,0,0,0,0,0,1,0,0,0
5826,0,0,0,0,0,0,0,0,0,1
5827,0,1,0,0,0,0,0,0,0,0
5829,0,1,0,0,0,0,0,0,0,0
5830,0,1,0,0,0,0,0,0,0,0
5831,0,0,0,0,0,0,0,1,0,0
5832,0,0,0,0,0,0,0,1,0,0
5833,1,0,0,0,0,0,0,0,0,0
5834,1,0,0,0,0,0,0,0,0,0
5835,1,0,0,0,0,0,0,0,0,0
5836,1,0,0,0,0,0,0,0,0,0
5837,1,0,0,0,0,0,0,0,0,0
5839,0,0,0,0,0,1,0,0,1,0
5840,0,0,0,0,0,1,0,0,1,0
5841,0,0,0,0,0,0,1,1,0,0
5844,1,0,0,0,0,0,0,0,1,0
5845,1,0,0,0,0,0,0,0,1,0
5846,1,0,0,0,0,0,0,0,1,0
5847,1,0,0,0,0,0,0,0,1,0
5852,0,0,0,0,0,0,0,0,1,0
5853,0,0,0,0,0,0,0,0,1,0
5854,0,0,0,0,0,0,0,0,1,0
5856,1,1,0,0,0,0,0,0,1,0
5865,0,0,0,0,0,0,0,0,1,0
5866,0,0,0,0,0,0,0,0,1,0
5867,0,0,0,0,0,0,0,0,1,0
5868,0,0,0,0,0,0,0,0,0,1
5872,1,1,0,0,0,0,0,0,0,0
5876,0,0,0,0,0,0,0,1,1,0
5877,0,0,0,0,0,0,0,0,1,0
5878,0,0,0,0,0,0,0,0,0,1
5879,0,0,0,0,1,0,0,0,1,0
5882,0,0,0,0,0,0,0,0,1,0
5883,0,0,0,0,0,0,0,1,0,0
5884,0,1,0,0,0,0,0,0,1,0
5885,0,0,0,0,0,0,0,0,1,0
5886,0,0,0,0,0,0,0,0,1,0
5887,0,0,0,0,0,0,0,0,1,0
5888,0,0,0,0,0,0,0,0,1,0
5889,0,0,0,0,0,0,0,0,1,0
5890,0,0,0,0,0,0,0,0,1,0
5891,0,0,0,0,0,0,0,0,1,0
5892,0,1,0,0,0,0,0,0,0,0
5893,0,0,1,0,0,0,0,0,0,0
5894,1,0,0,0,0,0,0,0,0,0
5895,0,0,0,0,0,0,0,0,1,0
5896,0,0,0,0,0,0,0,0,1,0
5897,0,1,0,0,0,0,0,0,1,0
5898,0,0,0,0,0,0,0,0,1,0
5899,0,0,0,0,0,0,0,0,0,1
5900,0,0,0,0,0,0,0,0,1,0
5901,0,1,0,0,0,0,0,0,1,0
5902,0,0,0,0,0,0,1,0,0,0
5903,0,0,0,0,0,1,0,0,0,0
5904,0,0,0,0,0,0,1,0,0,0
5905,0,0,0,0,0,0,0,0,1,0
5906,0,0,0,0,0,0,0,0,1,0
5907,0,0,1,0,0,0,0,0,0,0
5908,0,0,1,0,0,0,0,0,0,0
5909,0,0,0,0,0,0,0,0,1,0
5910,1,0,0,0,0,0,0,0,0,0
5911,0,0,0,0,0,0,0,0,0,1
5912,0,0,0,0,0,0,0,0,1,0
5913,0,0,0,0,0,0,0,0,1,0
5914,0,0,0,0,0,0,0,1,0,0
5915,0,0,0,1,1,0,1,0,0,0
5916,0,0,0,0,0,0,0,0,1,0
5917,0,0,0,0,0,0,0,0,1,0
5918,0,0,1,0,0,0,0,0,0,0
5919,0,0,0,0,0,0,0,0,1,0
5920,0,0,0,0,0,0,1,0,0,0
5921,1,0,0,0,0,1,0,0,1,0
5922,0,0,0,0,0,0,0,0,0,1
5923,0,0,0,0,0,0,0,1,0,0
5924,1,0,0,0,0,1,0,0,1,0
5925,1,0,0,1,0,0,0,0,1,0
5927,0,0,0,0,0,0,0,0,0,1
5930,0,0,0,0,0,0,0,0,1,0
5931,0,0,0,0,0,0,0,0,1,0
5935,1,0,0,0,0,0,0,0,1,0
5938,0,0,0,0,0,0,0,0,1,0
5939,1,0,0,0,0,0,0,0,1,0
5940,0,0,0,0,0,0,0,0,1,0
5942,0,0,0,0,0,0,0,0,1,0
5944,0,0,0,0,0,0,0,0,1,0
5945,0,0,0,0,0,0,0,0,1,0
5948,0,0,0,0,0,0,0,0,0,1
5949,0,0,0,0,0,0,0,0,1,0
5950,0,0,0,0,0,0,0,0,1,0
5951,0,0,0,0,0,0,0,0,1,0
5952,0,0,0,0,0,0,0,0,1,0
5953,0,0,0,0,0,0,0,0,1,0
5954,0,0,0,0,0,0,0,0,1,0
5955,0,0,0,0,0,0,0,0,1,0
5956,1,0,0,0,0,0,0,0,1,0
5957,1,0,0,0,0,0,0,0,1,0
5958,1,0,0,0,0,0,0,0,1,0
5960,0,0,0,0,0,0,0,0,1,0
5961,0,0,0,0,0,0,0,0,1,0
5962,0,0,0,0,0,0,0,0,1,0
5963,0,0,0,0,0,0,0,0,1,0
5964,0,0,0,0,0,0,0,0,1,0
5965,0,0,0,0,0,0,0,0,1,0
5966,0,0,0,0,0,0,0,0,1,0
5967,0,0,0,0,0,0,0,0,1,0
5968,0,1,0,0,0,0,0,0,1,0
5969,0,1,0,0,0,0,0,0,1,0
5970,0,1,0,0,0,0,0,0,1,0
5971,0,1,0,0,0,0,0,0,1,0
5972,0,1,0,0,0,0,0,0,1,0
5973,0,1,0,0,0,0,0,0,1,0
5974,0,0,0,0,0,0,0,0,1,0
5977,0,0,0,0,0,0,0,0,1,0
5978,0,0,0,0,0,0,0,0,0,1
5981,0,0,0,0,0,0,0,0,0,1
5982,0,0,0,0,0,0,0,0,0,1
5983,0,0,0,0,0,0,0,0,0,1
5996,0,0,0,0,0,0,0,0,1,0
5997,0,1,0,0,0,0,0,0,1,0
5998,0,0,0,0,0,0,0,0,1,0
5999,0,0,0,0,0,0,0,0,1,0
6000,0,0,0,0,0,0,0,0,1,0
6001,0,0,0,0,0,0,0,0,1,0
6002,0,0,0,0,0,0,0,0,1,0
6003,0,0,0,0,0,0,0,0,1,0
6004,0,0,0,0,0,0,0,0,0,1
6005,0,0,0,0,0,0,0,0,1,0
6008,0,0,0,0,0,0,1,0,0,0
6010,0,1,0,0,0,0,0,0,1,0
6011,0,1,0,0,0,0,0,0,1,0
6013,0,1,0,0,0,0,0,0,1,0
6014,0,1,0,0,0,0,0,0,1,0
6016,0,0,0,0,0,0,0,0,1,0
6018,0,0,0,0,0,0,0,0,1,0
6020,0,0,0,0,0,0,0,0,1,0
6022,0,0,0,0,0,0,0,0,1,0
6023,0,0,0,0,0,0,0,0,1,0
6026,1,0,0,0,0,0,0,0,0,0
6027,1,0,0,0,0,0,0,0,0,0
6029,1,0,0,0,0,0,0,0,0,0
6032,1,0,0,0,0,0,0,0,0,0
6033,1,0,0,0,0,0,0,0,0,0
6038,0,0,0,0,0,0,0,0,0,1
6039,0,0,0,0,0,0,0,0,0,1
6040,0,1,0,0,0,0,0,0,0,0
6041,0,1,0,0,0,0,0,0,0,0
6046,0,0,0,0,0,0,0,0,1,0
6049,0,0,0,0,0,0,0,0,1,0
6050,0,0,0,0,0,0,0,0,1,0
6055,1,0,0,0,0,0,0,0,0,0
6059,1,0,0,0,0,0,0,0,1,0
6060,1,0,0,0,0,0,0,0,1,0
6062,0,0,0,0,0,0,0,0,1,0
6063,0,0,0,0,0,0,0,0,1,0
6066,1,1,0,0,0,0,0,0,0,0
6068,1,0,0,0,0,0,0,0,0,0
6072,0,0,0,0,0,0,0,0,1,0
6073,0,0,0,0,0,0,0,0,1,0
6074,0,0,0,0,0,0,0,0,1,0
6075,0,1,0,0,0,1,0,0,1,0
6076,0,1,0,0,0,1,0,0,1,0
6077,0,1,0,0,0,1,0,0,1,0
6078,1,0,0,0,0,0,0,0,1,0
6079,1,0,0,0,0,0,0,0,1,0
6080,0,0,0,0,0,0,0,0,0,1
6081,1,0,0,0,0,0,1,0,1,0
6082,0,0,0,0,0,0,0,0,1,0
6083,0,0,0,0,0,0,0,0,1,0
6084,1,0,0,0,0,0,0,0,0,0
6087,1,0,0,0,0,0,0,0,0,0
6088,0,0,0,0,0,0,0,1,0,0
6089,0,0,0,0,0,0,0,1,0,0
6090,1,0,0,0,0,0,0,0,0,0
6091,0,0,0,0,0,0,1,1,0,0
6092,0,0,0,0,0,0,0,0,0,1
6093,1,0,0,0,0,0,0,0,1,0
6094,1,1,0,0,0,0,0,0,1,0
6095,0,0,0,0,0,0,0,0,1,0
6096,0,0,0,0,0,0,0,0,1,0
6097,1,0,0,0,0,0,1,0,1,0
6098,0,0,0,0,0,0,0,0,1,0
6099,0,0,0,0,0,0,0,0,1,0
6100,0,0,0,0,0,0,1,1,0,0
6103,0,0,0,0,0,0,0,0,1,0
6104,0,0,0,0,0,0,0,1,0,0
6105,0,0,0,0,0,0,0,1,0,0
6106,1,0,0,0,0,0,0,0,0,0
6107,1,0,0,0,0,0,0,0,0,0
6108,1,1,0,0,0,0,0,0,1,0
6109,0,0,0,0,0,0,0,0,0,1
6110,0,0,0,0,0,0,0,0,0,1
6111,1,0,1,0,0,0,0,0,0,0
6112,0,0,0,0,0,0,1,0,0,0
6113,0,0,0,0,0,0,0,0,1,0
6114,0,0,0,0,0,0,0,0,1,0
6115,0,0,0,0,0,1,0,0,1,0
6116,0,0,0,0,0,0,0,0,1,0
6117,0,0,0,0,0,0,0,0,1,0
6118,0,0,0,0,0,0,0,0,0,1
6119,0,0,0,0,0,0,0,0,1,0
6120,0,0,0,0,0,0,0,0,1,0
6121,0,0,0,0,1,0,0,0,0,0
6122,0,0,0,0,0,0,0,0,1,0
6123,0,1,0,0,0,0,0,0,0,0
6124,1,0,0,1,0,0,0,0,0,0
6125,0,0,0,0,0,0,0,0,0,1
6126,0,0,1,0,0,0,0,0,0,0
6128,0,0,0,0,0,0,0,0,1,0
6129,1,0,0,0,0,0,0,0,1,0
6133,1,0,0,0,0,0,0,0,1,0
6138,1,1,0,0,0,0,0,0,0,0
6139,1,1,0,0,0,0,0,0,0,0
6141,1,0,0,0,0,0,0,0,0,0
6142,0,0,0,0,0,0,0,0,1,0
6143,0,0,0,0,0,0,0,0,1,0
6144,0,0,0,0,0,0,0,0,1,0
6149,0,0,0,0,0,0,0,0,1,0
6150,0,0,0,0,0,0,0,0,1,0
6151,0,0,0,0,0,0,0,0,1,0
6152,0,0,0,0,0,0,0,0,1,0
6153,0,0,0,0,0,0,0,0,1,0
6154,0,0,0,0,0,0,0,0,1,0
6155,0,0,0,0,0,0,0,0,1,0
6162,0,0,0,0,0,0,0,0,1,0
6163,1,0,0,0,0,0,0,0,1,0
6164,1,0,0,0,0,0,1,0,0,0
6167,0,0,0,0,0,0,0,0,1,0
6170,1,0,0,0,0,0,0,1,0,0
6172,0,0,0,0,1,0,0,0,1,0
6173,0,0,0,0,1,0,0,0,0,0
6174,0,0,0,0,1,0,0,0,0,0
6175,0,0,0,0,0,0,0,0,1,0
6176,0,0,0,0,0,0,0,0,1,0
6177,0,0,0,0,0,0,0,0,1,0
6178,0,0,0,0,0,0,0,0,1,0
6180,0,0,0,0,0,0,0,0,1,0
6182,0,0,0,0,0,0,1,0,0,0
6183,0,0,0,0,0,0,1,0,0,0
6186,0,0,0,0,0,1,0,0,1,0
6188,0,0,0,0,0,0,1,0,1,0
6189,0,0,0,0,0,0,1,0,1,0
6191,0,0,0,0,0,0,0,0,1,0
6192,0,0,0,0,0,0,0,0,1,0
6194,0,0,0,0,0,0,0,0,1,0
6200,0,0,0,0,0,0,0,0,1,0
6203,1,0,0,0,0,0,0,0,0,0
6204,1,0,0,0,0,0,0,0,0,0
6206,0,0,0,0,0,0,0,0,1,0
6209,0,0,0,0,0,0,0,0,1,0
6210,0,0,0,0,0,0,0,0,1,0
6212,0,0,0,0,0,0,0,0,1,0
6213,0,0,0,0,0,0,0,0,1,0
6215,0,0,0,0,0,0,0,0,1,0
6216,0,0,0,0,0,0,0,0,1,0
6222,0,0,0,0,0,0,0,0,1,0
6226,0,0,0,0,1,0,0,1,0,0
6229,1,0,0,0,0,0,0,0,1,0
6230,0,0,0,0,0,0,0,0,1,0
6237,0,0,0,0,0,0,0,0,1,0
6238,0,0,0,0,0,0,0,0,1,0
6240,0,0,0,0,0,0,0,0,1,0
6241,0,0,0,0,0,0,0,0,1,0
6242,0,0,0,0,0,0,1,0,0,0
6243,0,0,0,0,0,0,1,0,0,0
6244,0,0,0,1,0,0,0,0,0,0
6246,0,0,0,0,1,0,0,0,0,0
6247,1,0,0,0,0,0,0,0,0,0
6252,1,0,0,0,1,0,0,0,0,0
6255,0,0,0,0,0,0,0,0,1,0
6256,0,0,0,0,0,0,0,0,1,0
6257,1,0,0,0,0,0,0,0,1,0
6258,1,0,0,0,0,0,0,0,1,0
6260,0,0,0,0,0,0,0,0,1,0
6262,0,0,0,0,0,0,0,0,1,0
6264,0,0,0,0,0,0,0,0,0,1
6265,0,0,0,0,0,0,0,0,1,0
6270,1,0,0,0,0,0,0,0,0,0
6273,0,0,0,0,0,0,0,0,1,0
6274,0,0,0,0,0,0,0,0,1,0
6279,0,0,0,0,0,0,0,0,1,0
6280,1,0,0,0,0,0,0,0,0,0
6281,1,0,0,0,0,0,0,0,1,0
6282,1,0,0,0,0,0,0,0,1,0
6286,1,0,0,0,0,0,0,0,1,0
6287,1,0,0,0,0,0,0,0,1,0
6289,0,0,0,0,0,0,0,0,1,0
6291,0,0,0,0,0,1,0,0,1,0
6295,0,0,0,0,0,0,0,0,1,0
6296,0,0,0,0,0,0,0,0,1,0
6297,0,0,0,0,0,0,0,0,1,0
6298,0,0,0,0,0,0,0,0,1,0
6299,0,0,0,0,0,0,0,0,1,0
6304,0,0,0,0,0,0,0,0,1,0
6305,0,0,0,0,0,0,0,0,1,0
6306,0,0,0,0,0,0,0,0,1,0
6307,0,0,0,0,0,0,0,0,1,0
6312,1,0,0,0,0,0,0,0,0,0
6314,0,0,0,0,0,0,0,0,1,0
6316,0,0,0,0,0,0,0,0,1,0
6320,0,0,0,0,0,0,0,0,1,0
6326,0,0,0,0,0,0,0,0,1,0
6327,0,0,0,0,0,0,0,0,1,0
6328,0,0,0,0,0,0,0,0,1,0
6330,0,0,0,0,0,0,0,0,1,0
6331,1,0,0,0,0,0,0,0,0,0
6332,1,0,0,0,0,0,0,0,0,0
6333,1,0,0,0,0,0,0,0,0,0
6335,1,0,0,0,0,0,0,0,0,0
6336,1,0,0,0,0,0,0,0,0,0
6337,1,0,0,0,0,0,0,0,0,0
6344,1,0,0,0,0,0,0,0,0,0
6346,0,0,0,0,0,0,0,0,1,0
6348,1,0,0,0,0,0,0,0,0,0
6352,1,0,0,0,0,0,0,0,1,0
6353,1,0,0,0,0,0,0,0,1,0
6354,0,0,0,0,0,0,0,0,0,1
6355,0,0,0,0,0,0,0,0,0,1
6356,0,0,0,0,0,0,0,0,0,1
6357,0,0,0,0,0,0,1,0,0,0
6358,0,0,0,0,0,0,1,0,0,0
6359,1,0,0,0,0,0,0,0,0,0
6360,0,0,0,0,0,0,0,0,1,0
6364,0,0,0,0,0,0,0,0,1,0
6367,0,0,0,0,0,0,0,0,1,0
6369,0,0,0,0,0,0,0,0,0,1
6370,1,0,0,0,0,0,0,0,0,0
6371,1,0,0,0,0,0,0,0,0,0
6372,1,0,0,0,0,0,0,0,0,0
6374,1,0,0,0,0,0,0,0,0,0
6377,0,0,0,0,0,0,0,0,0,1
6378,0,0,0,0,0,0,0,0,1,0
6379,0,0,0,0,0,0,0,0,1,0
6380,0,0,0,0,0,0,0,0,0,1
6383,0,0,0,0,0,0,0,0,1,0
6386,0,0,0,0,0,0,0,0,1,0
6387,1,0,0,0,0,0,0,0,1,0
6388,1,0,0,0,0,0,0,0,1,0
6392,0,1,0,0,0,0,0,0,0,0
6393,1,0,0,0,0,0,0,0,0,0
6394,0,0,0,0,0,0,0,0,1,0
6395,0,0,0,0,0,0,0,0,1,0
6396,1,0,0,0,0,0,0,0,1,0
6397,1,0,0,0,0,0,0,0,1,0
6398,1,0,0,0,0,0,0,0,1,0
6405,1,0,0,0,0,0,0,0,1,0
6408,0,0,0,0,0,0,0,0,1,0
6409,0,0,0,0,0,0,0,0,1,0
6410,0,0,0,0,0,0,0,0,1,0
6415,0,1,0,0,0,0,0,0,1,0
6417,0,1,0,0,0,0,0,0,1,0
6418,0,1,0,0,0,0,0,0,1,0
6419,0,1,0,0,0,0,0,0,1,0
6420,0,1,0,0,0,0,0,0,1,0
6425,0,0,0,0,0,0,0,0,1,0
6426,0,0,0,0,0,0,0,0,1,0
6428,0,0,0,0,0,0,0,0,1,0
6429,0,0,0,0,0,0,0,0,1,0
6432,1,0,0,0,0,0,0,0,1,0
6433,1,0,0,0,0,0,0,0,1,0
6435,0,0,0,0,0,0,0,0,1,0
6436,0,0,0,0,0,0,0,0,1,0
6437,0,0,0,0,0,0,0,0,1,0
6438,0,0,0,0,0,0,0,0,1,0
6439,1,0,0,0,0,0,0,0,0,0
6440,1,0,0,0,0,0,0,0,0,0
6441,0,0,0,0,0,0,0,0,0,1
6443,0,1,0,0,0,0,1,0,0,0
6445,0,1,0,0,0,0,1,0,0,0
6446,0,1,0,0,0,0,1,0,0,0
6448,1,0,0,0,0,0,0,0,0,0
6449,1,0,0,0,0,0,0,0,0,0
6450,1,0,0,0,0,0,0,0,0,0
6451,1,0,0,0,0,0,0,0,0,0
6452,1,0,0,0,0,0,0,0,0,0
6453,1,0,0,0,0,0,0,0,0,0
6454,1,0,0,0,0,0,0,0,0,0
6455,1,0,0,0,0,0,0,0,0,0
6456,1,0,0,0,0,0,0,0,0,0
6459,0,0,0,0,0,1,0,0,1,0
6461,0,0,0,0,0,0,0,0,1,0
6462,0,0,0,0,0,0,0,0,1,0
6463,0,0,0,0,0,0,0,0,1,0
6464,0,0,0,0,0,0,0,0,0,1
6465,0,0,0,0,0,0,0,0,0,1
6466,0,0,0,0,0,0,0,0,0,1
6467,0,0,0,0,0,0,0,0,1,0
6468,0,0,0,0,0,0,0,0,1,0
6469,0,0,0,0,0,0,0,0,1,0
6470,0,0,0,0,0,0,0,0,1,0
6472,1,0,0,0,0,0,0,0,0,0
6474,0,0,0,0,0,0,0,0,1,0
6475,0,0,0,0,0,0,0,0,1,0
6478,0,0,0,0,0,0,0,0,0,1
