reviewid,artist,title,score,author
12582,dub colossus,a town called addis,7.6,joshua klein
12565,people under the stairs,fun dmc,7.6,roque strew
12543,zomby,where were u in 92?,8.3,nate patrin
12555,late of the pier,fantasy black channel,6.7,adam moerder
12537,scarface,emeritus,8.0,ian cohen
12552,einstrzende neubauten,jewels,7.6,roque strew
12530,mason proper,olly oxen free,6.9,joshua klein
12554,the kinks,picture book,7.3,joe tangari
12523,a guy called gerald,black secret technology,8.7,tim finney
12534,charlie louvin,steps to heaven,7.3,stephen m. deusner
12549,neil halstead,oh! mighty engine,5.9,nitsuh abebe
12522,army navy,army navy,7.8,jayson greene
12553,jos gonzlez,live at park avenue ep,7.7,marc hogan
12551,metro area,fabric 43,6.9,jess harvell
12535,various artists,"living is hard: west african music in britain, 1927-1929",8.0,joe tangari
12539,move d and benjamin brunn,songs from the beehive,8.1,andrew gaerig
12521,caithlin de marrais,my magic city,6.8,ben westhoff
12546,fripp & eno,no pussyfooting,7.9,brian howe
12542,lemonade,lemonade,8.3,stuart berman
12538,pelle carlberg,the lilac time,6.2,stephen m. deusner
12445,her space holiday,"xoxo, panda and the new kid revival",6.0,ian cohen
12550,au revoir simone,reverse migration,3.2,joe colly
12547,dj shadow,the 4-track era bundle,8.7,nate patrin
12548,marianne faithfull,easy come easy go,7.5,stephen m. deusner
12525,terakaft,akh issudar,7.8,joe tangari
12526,matthew robert cooper,miniatures,7.2,brian howe
12529,gregory and the hawk,moenie and kitchi,4.4,joshua klein
12545,paper route gangstaz,diplo & benzi present: fear & loathing in hunts vegas,7.8,tom breihan
12541,various artists,slumdog millionaire ost,7.4,joshua klein
12532,wreckless eric & amy rigby,wreckless eric & amy rigby,6.9,stephen m. deusner
12533,all the saints,fire on corridor x,7.0,stuart berman
12527,don caballero,punkgasm,4.8,brian howe
12540,ghostface killah,ghostdeini the great,5.3,nate patrin
12544,black rebel motorcycle club,the effects of 333,0.4,ian cohen
12531,otis redding,live in london and paris,8.0,stephen m. deusner
12528,jolie holland,the living and the dead,7.8,mike mcgonigal
12536,dm stith,curtain speech ep,6.6,stephen m. deusner
12518,animal collective,merriweather post pavilion,9.6,mark richardson
12519,various artists,zang tumb tuum: the ztt box set,5.1,tom ewing
12511,friendly fires,friendly fires,7.9,mia clarke
12514,the aliens,luna,5.6,joe tangari
12517,ludacris,theater of the mind,5.3,ian cohen
12515,the flaming lips,christmas on mars,7.1,stuart berman
12516,nina simone,to be free: the nina simone story,9.2,chris dahlen
12512,christina carter,original darkness,7.9,marc masters
12510,various artists,give me love: songs of the brokenhearted - baghdad 1925-1929,8.6,joe tangari
12513,ane brun,changing of the seasons,5.2,mark pytlik
12496,clipse,road to till the casket drops,7.6,tom breihan
12474,roy orbison,the soul of rock and roll,8.6,stephen m. deusner
12506,the welcome wagon,welcome to the welcome wagon,7.9,amanda petrusich
12509,various artists,i'll stay 'til after christmas,6.8,marc hogan
12475,the uglysuit,the uglysuit,4.8,rebecca raber
12499,pavement,brighten the corners: nicene creedence ed.,8.7,stuart berman
12508,common,universal mind control,2.8,brian howe
12488,barbara morgenstern,bm,7.8,joe colly
12487,various artists,1970's algerian proto-ra underground,7.5,joshua klein
12491,restiform bodies,tv loves you back,7.1,roque strew
12493,justice,a cross the universe,6.5,nate patrin
12492,mark kozelek,the finally lp,7.3,stephen m. deusner
12490,boston spaceships,brown submarine,7.1,paul thompson
12480,simon bookish,everything/everything,7.7,matthew solarski
12486,japanese motors,japanese motors,3.8,adam moerder
12507,rivers cuomo,alone ii: the home recordings of rivers cuomo,6.0,jason crock
12504,cat power,dark end of the street ep,3.8,joshua love
12494,alaska in winter,holiday,7.8,brian howe
12524,hush arbors,hush arbors,7.5,mia lily clarke
12481,grampall jookabox,ropechain,5.4,eric harvey
12505,the killers,day & age,5.9,ryan dombal
12497,neil young,sugar mountain: live at canterbury house 1968,8.0,marc masters
12476,the manhattan love suicides,burnt out landscapes,7.3,marc hogan
12489,various artists,kitsun maison 6: the melodic one,5.9,marc hogan
12478,future clouds & radar,peoria,6.9,kasia galazka
12503,the very best,esau mwamwaya and radioclit are the very best,8.6,scott plagenhoef
12500,the raveonettes,beauty dies ep,7.0,d. shawn bosler
12485,minus the bear,acoustics ep,5.2,joe tangari
12483,ladyhawke,ladyhawke,6.6,mike orme
12477,adventure,adventure,6.0,mike orme
12501,feist,the reminder: deluxe edition,6.2,ryan dombal
12502,fennesz,black sea,8.4,mark richardson
12472,wintersleep,welcome to the night sky,7.0,mia clarke
12482,burning star core,challenger,7.9,andrew gaerig
12471,christmas decorations,far flung hum,7.5,marc masters
12498,kanye west,808s and heartbreak,7.6,scott plagenhoef
12495,the last shadow puppets,my mistakes were made for you ep,5.8,marc hogan
12479,various artists,i love dubstep,7.4,nate patrin
12484,empire of the sun,walking on a dream,6.4,mike orme
12473,the pica beats,beating back the claws of the cold,5.7,joshua klein
12469,guns n' roses,chinese democracy,5.8,ian cohen
12470,the decemberists,always the bridesmaid ep,7.0,joshua love
12448,bohren & der club of gore,dolores,8.0,mike powell
12458,the knux,remind me in 3 days,6.7,ian cohen
12446,aterciopelados,rio,7.1,joe tangari
12466,death cab for cutie,something about airplanes,8.1,ian cohen
12455,various artists,love train: the sound of philadelphia,8.7,nate patrin
12450,wild beasts,"limbo, panto",8.2,jessica suarez
12463,julian koster,the singing saw at christmastime,7.0,amanda petrusich
12452,gojira,the way of all flesh,6.0,cosmo lee
12467,coldplay,prospekts march ep,6.0,ryan dombal
12468,wu-tang clan,wu: the story of the wu-tang clan,7.5,ian cohen
12454,the gaslight anthem,the '59 sound,8.6,tom breihan
12459,black moth super rainbow,drippers ep,5.2,joe colly
12447,various artists,eccentric soul: the young disciples,8.2,joe tangari
12464,r.e.m.,murmur [deluxe edition],10.0,stephen m. deusner
12465,the fireman,electric arguments,7.3,stuart berman
12451,black milk,tronic,7.9,ian cohen
12449,harry pussy,you'll never play this town again,7.2,douglas wolk
12461,anathallo,canopy glow,5.3,ian cohen
12460,alexis taylor,rubbed out,6.7,brian howe
12462,beyonc,i am... sasha fierce,5.7,ryan dombal
12453,grace jones,hurricane,7.5,joshua klein
12457,wilderness,(k)no(w)here,7.2,amy granzin
12456,statik selektah,stick 2 the script,6.6,tom breihan
12444,lil wayne,dedication 3,3.7,tom breihan
12442,the lucksmiths,first frost,7.6,marc hogan
12434,sunn o))),dmkirke,7.3,grayson currin
12439,adorable,footnotes 92-94,7.2,jonathan garrett
12428,stereo image,stereo image ,4.0,jason crock
12443,belle and sebastian,the bbc sessions,7.9,scott plagenhoef
12441,cheap trick,budokan! ,6.5,stuart berman
12427,prurient,arrowhead,8.8,grayson currin
12431,tussle,cream cuts,6.5,adam moerder
12433,lee scratch perry,"scratch came, scratch saw, scratch conquered",4.6,nate patrin
12435,amadou & mariam,welcome to mali,8.4,joe tangari
12424,los campesinos!,"we are beautiful, we are doomed",8.3,marc hogan
12425,theo parrish,sound sculptures volume 1,8.6,andy battaglia
12438,illa j,yancey boys,6.3,tom breihan
12429,magazine,play,6.8,joshua klein
12426,max tundra,parallax error beheads you,8.5,nitsuh abebe
12440,kieran hebden and steve reid,nyc,6.8,andy battaglia
12437,white denim,exposion,7.8,david bevan
12432,various artists,hallam foe ost,6.3,joshua klein
12430,z-ro,crack,4.7,evan mcgarvey
12436,danielson,trying hartz,8.0,jessica suarez
12422,matthew dear,body language vol. 7,7.0,tim finney
12421,the postmarks,by-the-numbers,7.4,marc hogan
12414,frida hyvnen,silence is wild,7.7,stephen m. deusner
12419,strfkr,starfucker,5.0,rebecca raber
12415,love is all,a hundred things keep me up at night,8.1,stuart berman
12420,jhann jhannsson,fordlndia,6.7,andrew gaerig
12400,nisennenmondai,neji/tori,6.6,jessica suarez
12403,metronomy,nights out,6.6,adam moerder
12404,karl blau,nature's got away,7.7,roque strew
12391,lou reed,berlin: live at st. ann's warehouse,7.2,zach baron
12423,greg dulli,live at the triple door,7.0,joshua klein
12399,school of seven bells,alpinisms,8.0,eric harvey
12396,"vic chesnutt, elf power, and the amorphous strums",dark developments,7.5,stephen m. deusner
12407,rtx,jj got live ratx,7.0,stuart berman
12413,q-tip,the renaissance,8.4,nate patrin
12417,the matthew herbert big band,theres me and theres you,4.0,mark pytlik
12398,jessica lea mayfield,with blasphemy so heartfelt,8.2,stephen m. deusner
12393,amon amarth,twilight of the thunder god,7.7,cosmo lee
12416,i'm from barcelona,who killed harry houdini?,5.9,marc hogan
12418,new order,movement,9.3,tom ewing
12408,reefer,reefer,7.0,rebecca raber
12410,travis,ode to j. smith,5.0,ian cohen
12394,+/-,xs on your eyes,5.0,kasia galazka
12397,juelz santana,presents: skull gang takeover,5.5,ian cohen
12409,megapuss,surfing,5.9,andrew gaerig
12412,little joy,little joy,7.2,stephen trouss
12395,alias,resurgam,7.0,mia lily clarke
12392,fuck the facts,disgorge mexico,8.0,cosmo lee
12406,sebastien grainger & the mountains,sebastien grainger and the mountains,5.8,joe colly
12388,eagles of death metal,heart on,7.4,joshua love
12384,the rapture,tapes,6.6,nate patrin
12382,essie jain,the inbetween,6.9,amanda petrusich
12383,pop levi,never never love,6.0,william bowers
12366,glorytellers,glorytellers,5.1,david raposa
12389,snow patrol,a hundred million suns,4.9,joshua love
12390,luomo,convivial,8.5,tim finney
12379,passion pit,chunk of change ep,7.9,david bevan
12373,pit er pat,high time,7.0,eric harvey
12362,wetnurse,invisible city,7.6,cosmo lee
12385,the smiths,the sound of the smiths,7.5,tom ewing
12387,mavis staples,live: hope at the hideout,7.6,amy granzin
12386,"j. matthew gerken, christian kiefer, and jefferson pitcher",of great and mortal men: 43 songs for 43 u.s. presidencies,7.6,eric harvey
12365,miss murgatroid and petra haden,hearts & daggers,7.3,joshua klein
12363,dianogah,qhnnnl,7.4,david raposa
12380,the cure,4:13 dream,6.7,nitsuh abebe
12381,crystal stilts,alight of night,8.1,amy granzin
12372,callers,fortune,7.8,chris dahlen
12359,the dears,missiles,7.3,matthew solarski
12367,tobacco,fucked up friends,6.2,joe colly
12374,ryan adams & the cardinals,cardinology,4.7,joshua love
12377,...and you will know us by the trail of dead,festival thyme ep,6.2,stuart berman
12378,jean grae,jeanius,8.3,nate patrin
12358,jake one,white van music,7.6,nate patrin
12354,sunny day sets fire,summer palace,6.8,eric harvey
12345,blitzen trapper,furr,8.5,rebecca raber
12375,arthur russell,love is overtaking me,8.3,mia clarke
12349,the legendary pink dots,plutonium blonde,6.9,joe tangari
12351,chairlift,does you inspire you,5.6,eric harvey
12347,palms,its midnight in honolulu,6.9,joe colly
12368,kaiser chiefs,off with their heads,6.8,joe tangari
12376,squarepusher,just a souvenir,7.6,mike orme
12370,ben folds,way to normal,2.7,grayson currin
12353,the mighty underdogs,droppin' science fiction,4.0,nate patrin
12350,gabriel kahane,gabriel kahane,5.1,joshua love
12360,deerhunter,microcastle / weird era cont.,9.2,marc hogan
12369,final fantasy,"spectrum, 14th century ep",7.0,adam moerder
12348,cause co-motion!,its time! singles and eps 2005-2008,7.8,jayson greene
12355,grails,doomsdayer's holiday,7.6,jayson greene
12361,o'death,"broken hymns, limbs and skin",4.1,joshua klein
12371,dj /rupture,uproot,8.8,mark pytlik
12364,the sea and cake,car alarm,8.0,mark richardson
12357,telepathe,chrome's on it ep,7.0,joe colly
12356,mamiffer,hirror enniffer ,7.5,cosmo lee
12352,dr. dooom,dr. dooom 2,3.7,ian cohen
12331,johnny cash,johnny cash at folsom prison: legacy edition,9.7,stephen m. deusner
12327,windy & carl,songs for the broken hearted,7.8,brian howe
12321,eyeless in gaza,summer salt & subway sun,7.8,joe tangari
12307,raglani,of sirens born,7.4,marc masters
12325,margot and the nuclear so and so's,animal!,4.5,joshua klein
12330,bob dylan,"the bootleg series, vol. 8: tell tale signs: rare and unreleased 1986-2006",8.6,tom ewing
12293,frightened rabbit,liver! lung! fr!,6.9,rebecca raber
12323,parts & labor,receivers,8.1,jason crock
12301,raphael saadiq,the way i see it ,6.8,stephen m. deusner
12302,the howling hex,earth junk,4.5,mia clarke
12328,of montreal,skeletal lamping,5.9,adam moerder
12326,the long blondes,"""singles""",7.4,scott plagenhoef
12315,various artists,"awake, my soul: the original soundtrack / help me to sing: songs of the sacred harp",8.8,stephen m. deusner
12329,benot pioulard,temper,6.8,amy granzin
12273,nagisa ni te,yosuga,5.8,aaron leitko
12305,the mountain goats,satanic messiah ep,7.8,mike powell
12324,gang gang dance,saint dymphna,8.5,marc masters
12312,religious knives,the door,7.7,mia lily clarke
12308,holly golightly & the brokeoffs,dirt don't hurt,7.0,stephen m. deusner
12299,david grubbs,an optimist notes the dusk,5.2,joshua klein
12322,the clash,live at shea stadium,7.7,stuart berman
12271,lucinda williams,little honey,5.7,stephen m. deusner
12319,chad vangaalen,soft airplane,7.7,roque strew
12317,various artists,nick and norah's infinite playlist ost,5.2,paul thompson
12296,hello saferide,more modern short stories from...,6.8,marc hogan
12320,fucked up,the chemistry of common life,8.8,ian cohen
12318,secret machines,secret machines,7.2,joshua klein
12264,max richter,24 postcards in full colour,7.7,joe tangari
12284,library tapes,a summer beneath the trees,7.6,brian howe
12313,the broken west,now or heaven,5.6,joshua love
12316,jay reatard,matador singles '08,8.4,david bevan
12314,keane,perfect symmetry,4.5,tom ewing
12289,anna ternheim,halfway to fivepoints,6.4,mike orme
12287,love as laughter,holy,6.4,david bevan
12276,the clips,matterhorn,6.8,joe tangari
12292,mount eerie with julie doiron and fred squire,lost wisdom,8.3,matthew solarski
12227,morgan geist,double night time,6.0,andrew gaerig
12250,krallice,krallice,7.8,cosmo lee
12245,prints,just thoughts,6.0,william bowers
12288,birdmonster,from the mountain to the sea,3.2,adam moerder
12311,oasis,dig out your soul,4.9,stuart berman
12285,women,women,7.9,andrew gaerig
12303,wrnlrd,oneiromantical war,7.3,marc masters
12220,blevin blectum,gular flutter ,7.8,jessica suarez
12223,shock cinema,hell and highwater,6.4,adam moerder
12310,deerhoof,offend maggie,7.6,adam moerder
12309,crooked fingers,forfeit/fortune,5.2,amy granzin
12297,juana molina,un da,7.5,joshua klein
12306,castanets,city of refuge,5.6,brian howe
12274,these united states,a picture of the three of us at the gate to the garden of eden,4.2,stephen m. deusner
12272,marnie stern,this is it and i am it and you are it and so is that and he is it and she is it and it is it and that is that,8.3,mike powell
12300,annuals,such fun,6.6,eric harvey
12267,rafter,sweaty magic,7.5,joe colly
12290,yo majesty,futuristically speaking...never be afraid,6.7,nate patrin
12238,volcano!,paperwork,7.9,jason crock
12295,antony and the johnsons,another world ep,8.0,brian howe
12304,lambchop,oh (ohio),7.9,william bowers
12263,sic alps,u.s. ez,7.7,jason crock
12298,the rosebuds,life like,7.2,joshua klein
12254,liz durrett,outside our gates,7.2,stephen m. deusner
12275,department of eagles,in ear park,8.3,amanda petrusich
12294,the pretenders,break up the concrete,6.4,stephen m. deusner
12252,ancestors,neptune with fire,7.7,robbie mackey
12281,the spinto band,moonwink,5.9,marc hogan
12255,stereophonics,pull the pin,3.4,ian cohen
12291,the streets,everything is borrowed,4.8,mark pytlik
12283,miles davis,kind of blue: 50th anniversary edition,6.6,andy battaglia
12253,hawnay troof,islands of ayle,7.5,mia clarke
12258,intronaut,prehistoricisms,7.0,cosmo lee
12248,noah and the whale,"peaceful, the world lays me down",2.6,marc hogan
12286,vivian girls,vivian girls,8.5,amy granzin
12244,the week that was,the week that was,8.2,stuart berman
12280,ice cube,the essentials,7.6,ian cohen
12243,31knots,worried well,6.0,brian howe
12226,the dead science,villainaire,6.2,brian howe
12279,t.i.,paper trail,6.2,ian cohen
12282,saint etienne,london conversations: the best of saint etienne,8.8,scott plagenhoef
12239,teenage jesus and beirut slump,shut up and bleed,8.5,marc masters
12268,the lovely sparrows,bury the cynics,6.9,stephen m. deusner
12237,golden smog,"stay golden, smog: the best of golden smog - the rykodisc years",6.3,stephen m. deusner
